date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:01:25	8083/8083	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fbd1837-1f93%22	https://socialistics.com/wp-content/plugins/range-slider-for-gravity-form/includes/js/front.js?ver=5.8	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/plugins/range-slider-for-gravity-form/includes/js/front41a3.js	(from https://socialistics.com/)
23:01:27	186034/186034	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:01:27%20GMT	https://socialistics.com/wp-json/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/index.html	(from https://socialistics.com/)
23:01:27	126256/126256	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:01:27%20GMT	https://socialistics.com/wp-json/wp/v2/pages/7846	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/wp/v2/pages/7846.json	(from https://socialistics.com/)
23:01:28	810/810	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Jul%202021%2021:01:28%20GMT	https://socialistics.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/xmlrpc0db0.php	(from https://socialistics.com/)
23:01:28	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252a8c1b7-415%22	https://socialistics.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-includes/wlwmanifest.xml	(from https://socialistics.com/)
23:01:28	2539/2539	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:01:29%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2F	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embed1bf6.json	(from https://socialistics.com/)
23:01:29	2631/2631	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Jul%202021%2021:01:29%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2F&format=xml	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embedbcb0	(from https://socialistics.com/)
23:01:29	92400/92400	---M--	200	added ('OK')	application/octet-stream	etag:%2260f70e25-168f0%22	https://socialistics.com/wp-content/themes/Divi/core/admin/fonts/modules.ttf	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/themes/Divi/core/admin/fonts/modules.ttf	(from https://socialistics.com/)
23:01:30	100785/100785	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2030%20Jul%202021%2021:01:30%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/connect.facebook.net/en_US/fbevents.js	(from https://socialistics.com/)
23:01:30	2345/2345	---M--	200	added ('OK')	image/png	etag:%2260cb1fa3-929%22	https://socialistics.com/wp-content/uploads/2020/10/socialistics_favicon.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/10/socialistics_favicon.png	(from https://socialistics.com/)
23:01:31	65905/65905	---MCZ	200	added ('OK')	text/css	etag:W/%2261044436-10171%22	https://socialistics.com/wp-content/et-cache/7846/et-core-unified-tb-19-tb-144-7846-162766955794.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/7846/et-core-unified-tb-19-tb-144-7846-162766955794.min.css	(from https://socialistics.com/)
23:01:31	11045/11045	---MCZ	200	added ('OK')	text/css	etag:W/%2261044436-2b25%22	https://socialistics.com/wp-content/et-cache/7846/et-core-unified-7846-162766955794.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/7846/et-core-unified-7846-162766955794.min.css	(from https://socialistics.com/)
23:01:31	6771/6771	---M--	200	added ('OK')	image/png	etag:%225f77fb8d-1a73%22	https://socialistics.com/wp-content/uploads/2020/10/header-logo.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/10/header-logo.png	(from https://socialistics.com/)
23:01:32	96370/96370	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:31%20GMT	https://socialistics.com/about/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/about/index.html	(from https://socialistics.com/)
23:01:32	65745/65745	---M--	200	added ('OK')	image/png	etag:%225fb45335-100d1%22	https://socialistics.com/wp-content/uploads/2020/11/1280px-US_Air_Force_Logo_Solid_Colour.svg.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/11/1280px-US_Air_Force_Logo_Solid_Colour.svg.png	(from https://socialistics.com/)
23:01:33	107645/107645	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:33%20GMT	https://socialistics.com/socialistics-cares/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/socialistics-cares/index.html	(from https://socialistics.com/)
23:01:33	116595/116595	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:33%20GMT	https://socialistics.com/careers/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/careers/index.html	(from https://socialistics.com/)
23:01:34	54977/54977	---M--	200	added ('OK')	image/png	etag:%225fb45338-d6c1%22	https://socialistics.com/wp-content/uploads/2020/11/1200px-Habitat_for_humanity.svg.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/11/1200px-Habitat_for_humanity.svg.png	(from https://socialistics.com/)
23:01:34	76616/76616	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:34%20GMT	https://socialistics.com/how-much-does-social-media-marketing-cost/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/how-much-does-social-media-marketing-cost/index.html	(from https://socialistics.com/)
23:01:34	65441/65441	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:34%20GMT	https://socialistics.com/our-work/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/our-work/index.html	(from https://socialistics.com/)
23:01:35	87506/87506	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:34%20GMT	https://socialistics.com/services/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/services/index.html	(from https://socialistics.com/)
23:01:35	8035/8035	---M--	200	added ('OK')	image/png	etag:%225fbc163d-1f63%22	https://socialistics.com/wp-content/uploads/2020/11/download.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/11/download.png	(from https://socialistics.com/)
23:01:35	66747/66747	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:35%20GMT	https://socialistics.com/podcast/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/podcast/index.html	(from https://socialistics.com/)
23:01:35	24327/24327	---M--	200	added ('OK')	image/png	etag:%225fb4533a-5f07%22	https://socialistics.com/wp-content/uploads/2020/11/unnamed.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/11/unnamed.png	(from https://socialistics.com/)
23:01:35	91727/91727	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:35%20GMT	https://socialistics.com/blog/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/blog/index.html	(from https://socialistics.com/)
23:01:35	76391/76391	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:35%20GMT	https://socialistics.com/contact/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/contact/index.html	(from https://socialistics.com/)
23:01:36	15973/15973	---M--	200	added ('OK')	image/png	etag:%225fbc163b-3e65%22	https://socialistics.com/wp-content/uploads/2020/11/cropped-SCL-Logo_FINAL_color.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/11/cropped-SCL-Logo_FINAL_color.png	(from https://socialistics.com/)
23:01:36	56343/56343	---M--	200	added ('OK')	image/jpeg	etag:%22608be1d7-dc17%22	https://socialistics.com/wp-content/uploads/2021/04/KayCo-logo-Purple.jpg	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/04/KayCo-logo-Purple.jpg	(from https://socialistics.com/)
23:01:36	12872/12872	---M--	200	added ('OK')	image/png	etag:%2260fc3cf4-3248%22	https://socialistics.com/wp-content/uploads/2021/07/GBC-logo-transparent-Background-300x80.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/07/GBC-logo-transparent-Background-300x80.png	(from https://socialistics.com/)
23:01:37	27356/27356	---M--	200	added ('OK')	image/png	etag:%2260fc3cec-6adc%22	https://socialistics.com/wp-content/uploads/2021/07/PPLP-PHX-1c-300x169.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/07/PPLP-PHX-1c-300x169.png	(from https://socialistics.com/)
23:01:37	8024/8024	---M--	200	added ('OK')	image/png	etag:%2260fc3ce8-1f58%22	https://socialistics.com/wp-content/uploads/2021/07/Wondermelon-Logo_green-01-300x138.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/07/Wondermelon-Logo_green-01-300x138.png	(from https://socialistics.com/)
23:01:37	2948/2948	---M--	200	added ('OK')	image/png	etag:%2260cb1fa7-b84%22	https://socialistics.com/wp-content/uploads/2020/10/Triangle-Down-img.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/10/Triangle-Down-img.png	(from https://socialistics.com/)
23:01:37	150406/150406	---M--	200	added ('OK')	image/png	etag:%2260ff0250-24b86%22	https://socialistics.com/wp-content/uploads/2021/07/Beetology-Logo-01.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/07/Beetology-Logo-01.png	(from https://socialistics.com/)
23:01:38	10144/10144	---M--	200	added ('OK')	image/png	etag:%225ff4b015-27a0%22	https://socialistics.com/wp-content/uploads/2021/01/social-media.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/01/social-media.png	(from https://socialistics.com/)
23:01:38	9370/9370	---M--	200	added ('OK')	image/png	etag:%225ff4b016-249a%22	https://socialistics.com/wp-content/uploads/2021/01/paid-content.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/01/paid-content.png	(from https://socialistics.com/)
23:01:38	11638/11638	---M--	200	added ('OK')	image/png	etag:%225ff4b017-2d76%22	https://socialistics.com/wp-content/uploads/2021/01/influencer.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/01/influencer.png	(from https://socialistics.com/)
23:01:38	18453/18453	---M--	200	added ('OK')	image/png	etag:%225ff4b018-4815%22	https://socialistics.com/wp-content/uploads/2021/01/connection.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/01/connection.png	(from https://socialistics.com/)
23:01:39	113738/113738	---M--	200	added ('OK')	image/png	etag:%225ff743c1-1bc4a%22	https://socialistics.com/wp-content/uploads/2021/01/2gwBVcES.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/01/2gwBVcES.png	(from https://socialistics.com/)
23:01:39	3576/3576	---M--	200	added ('OK')	image/jpeg	etag:%225faa35ba-df8%22	https://socialistics.com/wp-content/uploads/2020/11/ezgif-7-3f4eee69c3f1.jpg	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/11/ezgif-7-3f4eee69c3f1.jpg	(from https://socialistics.com/)
23:01:40	64537/64537	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:40%20GMT	https://socialistics.com/us-air-force/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/us-air-force/index.html	(from https://socialistics.com/)
23:01:40	65354/65354	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:40%20GMT	https://socialistics.com/trupanion/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/trupanion/index.html	(from https://socialistics.com/)
23:01:40	4389/4389	---M--	200	added ('OK')	image/jpeg	etag:%225faa35ba-1125%22	https://socialistics.com/wp-content/uploads/2020/11/ezgif-7-635497de72a6.jpg	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/11/ezgif-7-635497de72a6.jpg	(from https://socialistics.com/)
23:01:40	101686/101686	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:40%20GMT	https://socialistics.com/the-true-don-quixote/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/the-true-don-quixote/index.html	(from https://socialistics.com/)
23:01:41	29223/29223	---M--	200	added ('OK')	image/png	etag:%2260fc3a87-7227%22	https://socialistics.com/wp-content/uploads/2021/07/27th-annual-digital-244x300.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/07/27th-annual-digital-244x300.png	(from https://socialistics.com/)
23:01:41	101681/101681	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:41%20GMT	https://socialistics.com/a-habitat-for-humanity/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/a-habitat-for-humanity/index.html	(from https://socialistics.com/)
23:01:42	196568/196568	---M--	200	added ('OK')	image/png	etag:%22d917678d5c2757d2b92195713fe8c35d%22	https://upcity-marketplace.s3.amazonaws.com/badges/9e4dbe031bc9fd6da8d452f86268cc1d.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/upcity-marketplace.s3.amazonaws.com/badges/new-badge20200826-29782-16degap.png_;%20filename_=UTF-8''new-badge20200826-29782-16degap.png	(from https://socialistics.com/)
23:01:42	37203/37203	---M--	200	added ('OK')	image/png	etag:%22600c2141-9153%22	https://socialistics.com/wp-content/uploads/2021/01/logo-7.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/01/logo-7.png	(from https://socialistics.com/)
23:01:43	20797/20797	---M--	200	added ('OK')	image/png	etag:%2260f109a2-513d%22	https://socialistics.com/wp-content/uploads/2021/07/CLUTCH-400x250.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/07/CLUTCH-400x250.png	(from https://socialistics.com/)
23:01:43	128332/128332	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:01:43%20GMT	https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/index.html	(from https://socialistics.com/)
